id_commande,id_produit,date_retour,motif,mois
O022365,P00047,2024-08-29,Produit abîmé,2024-08
O026158,P00873,2024-10-11,Client insatisfait,2024-10
O013594,P00516,2024-02-01,Produit abîmé,2024-02
O017417,P00047,2024-04-26,Mauvaise référence,2024-04
O029877,P00526,2024-12-26,Mauvaise référence,2024-12
O016014,P00198,2024-04-22,Client insatisfait,2024-04
O031643,P00653,2024-05-12,Produit abîmé,2024-05
O027137,P00865,2024-03-15,Produit abîmé,2024-03
O041798,P00452,2024-03-29,Client insatisfait,2024-03
O010424,P00764,2024-11-21,Produit abîmé,2024-11
O039520,P00691,2024-05-06,Mauvaise référence,2024-05
O048878,P00810,2024-12-30,Mauvaise référence,2024-12
O003337,P00017,2024-12-24,Livraison incomplète,2024-12
O006097,P00158,2025-01-13,Mauvaise référence,2025-01
O028905,P00029,2024-02-11,Mauvaise référence,2024-02
O004578,P00039,2024-01-08,Client insatisfait,2024-01
O006764,P00710,2024-12-12,Produit abîmé,2024-12
O027139,P00767,2024-06-01,Produit abîmé,2024-06
O006463,P00893,2024-12-31,Livraison incomplète,2024-12
O023289,P00751,2025-01-15,Mauvaise référence,2025-01
O042422,P00742,2024-12-26,Produit abîmé,2024-12
O014766,P00620,2025-01-07,Mauvaise référence,2025-01
O012689,P00014,2024-08-26,Client insatisfait,2024-08
O000237,P00250,2024-12-15,Client insatisfait,2024-12
O017178,P00615,2024-12-07,Client insatisfait,2024-12
O011272,P00963,2024-07-19,Livraison incomplète,2024-07
O031359,P00551,2024-02-11,Mauvaise référence,2024-02
O033004,P00532,2024-04-13,Livraison incomplète,2024-04
O016217,P00029,2024-12-19,Mauvaise référence,2024-12
O045084,P00558,2024-03-13,Client insatisfait,2024-03
O013767,P00452,2024-11-14,Produit abîmé,2024-11
O001165,P00865,2024-07-15,Produit abîmé,2024-07
O043056,P00046,2024-11-30,Livraison incomplète,2024-11
O036539,P00379,2025-01-08,Livraison incomplète,2025-01
O003173,P00398,2025-01-25,Produit abîmé,2025-01
O015730,P00931,2024-08-28,Mauvaise référence,2024-08
O046772,P00319,2024-09-30,Mauvaise référence,2024-09
O046655,P00952,2024-10-26,Livraison incomplète,2024-10
O036038,P00184,2024-02-22,Mauvaise référence,2024-02
O024732,P00252,2025-01-16,Livraison incomplète,2025-01
O003035,P00002,2024-12-01,Livraison incomplète,2024-12
O038242,P00158,2024-12-01,Produit abîmé,2024-12
O036103,P00357,2024-10-07,Client insatisfait,2024-10
O036400,P00751,2024-02-06,Livraison incomplète,2024-02
O030686,P00767,2024-02-25,Produit abîmé,2024-02
O016109,P00336,2025-01-16,Client insatisfait,2025-01
O010023,P00403,2024-10-12,Client insatisfait,2024-10
O012173,P00121,2025-01-19,Mauvaise référence,2025-01
O023350,P00418,2025-01-13,Produit abîmé,2025-01
O007361,P00767,2024-12-21,Livraison incomplète,2024-12
O048904,P00343,2024-12-27,Client insatisfait,2024-12
O017990,P00751,2024-09-30,Livraison incomplète,2024-09
O028645,P00451,2024-11-07,Mauvaise référence,2024-11
O039953,P00014,2025-01-16,Mauvaise référence,2025-01
O035338,P00881,2024-10-25,Produit abîmé,2024-10
O017158,P00839,2025-01-21,Mauvaise référence,2025-01
O033145,P00620,2024-08-13,Produit abîmé,2024-08
O011801,P00414,2025-01-04,Mauvaise référence,2025-01
O037331,P00952,2024-02-21,Produit abîmé,2024-02
O008489,P00105,2024-08-22,Mauvaise référence,2024-08
O037470,P00330,2024-01-30,Client insatisfait,2024-01
O004642,P00767,2024-02-22,Livraison incomplète,2024-02
O039205,P00032,2024-12-22,Livraison incomplète,2024-12
O023981,P00765,2024-12-31,Livraison incomplète,2024-12
O004635,P00613,2024-07-07,Produit abîmé,2024-07
O010486,P00226,2024-11-14,Client insatisfait,2024-11
O037734,P00198,2024-12-23,Produit abîmé,2024-12
O030590,P00140,2024-03-22,Produit abîmé,2024-03
O041416,P00809,2024-04-21,Produit abîmé,2024-04
O038423,P00250,2024-06-02,Mauvaise référence,2024-06
O019876,P00506,2025-01-11,Client insatisfait,2025-01
O002550,P00691,2024-05-19,Mauvaise référence,2024-05
O038293,P00252,2024-12-08,Produit abîmé,2024-12
O032531,P00653,2024-11-17,Client insatisfait,2024-11
O004264,P00986,2024-02-27,Livraison incomplète,2024-02
O030733,P00535,2024-09-11,Client insatisfait,2024-09
O035143,P00613,2024-09-21,Produit abîmé,2024-09
O021318,P00009,2024-12-29,Mauvaise référence,2024-12
O043368,P00510,2024-12-29,Client insatisfait,2024-12
O041305,P00767,2024-11-09,Client insatisfait,2024-11
O017582,P00780,2024-09-15,Client insatisfait,2024-09
O005105,P00691,2024-01-25,Livraison incomplète,2024-01
O021692,P00184,2025-01-08,Livraison incomplète,2025-01
O001342,P00184,2024-12-15,Mauvaise référence,2024-12
O047278,P00418,2024-04-12,Client insatisfait,2024-04
O036553,P00981,2024-12-04,Livraison incomplète,2024-12
O025774,P00370,2024-12-22,Produit abîmé,2024-12
O007339,P00371,2024-02-03,Mauvaise référence,2024-02
O006944,P00831,2025-01-04,Produit abîmé,2025-01
O044793,P00032,2024-10-29,Client insatisfait,2024-10
O015914,P00831,2024-12-07,Produit abîmé,2024-12
O046455,P00258,2025-01-02,Produit abîmé,2025-01
O007685,P00413,2024-02-19,Livraison incomplète,2024-02
O018972,P00986,2024-12-10,Mauvaise référence,2024-12
O031696,P00063,2024-04-08,Mauvaise référence,2024-04
O042671,P00957,2024-12-23,Mauvaise référence,2024-12
O043431,P00952,2024-02-05,Client insatisfait,2024-02
O035934,P00467,2024-05-30,Mauvaise référence,2024-05
O019356,P00764,2024-09-10,Mauvaise référence,2024-09
O004120,P00895,2024-09-17,Livraison incomplète,2024-09
O000170,P00792,2024-12-03,Livraison incomplète,2024-12
O024521,P00541,2024-08-30,Produit abîmé,2024-08
O015657,P00463,2024-12-29,Livraison incomplète,2024-12
O014591,P00379,2024-12-14,Produit abîmé,2024-12
O004219,P00963,2024-01-24,Livraison incomplète,2024-01
O000826,P00921,2024-11-19,Livraison incomplète,2024-11
O046202,P00516,2024-01-18,Produit abîmé,2024-01
O012860,P00343,2024-03-16,Livraison incomplète,2024-03
O037357,P00014,2024-11-11,Mauvaise référence,2024-11
O007985,P00413,2024-12-18,Mauvaise référence,2024-12
O041999,P00943,2024-12-24,Client insatisfait,2024-12
O048365,P00558,2025-01-04,Produit abîmé,2025-01
O036091,P00252,2024-05-16,Client insatisfait,2024-05
O048773,P00135,2024-05-02,Mauvaise référence,2024-05
O007809,P00931,2024-12-20,Livraison incomplète,2024-12
O015788,P00336,2024-01-27,Client insatisfait,2024-01
O029081,P00738,2024-10-25,Mauvaise référence,2024-10
O019859,P00188,2024-05-25,Mauvaise référence,2024-05
O001044,P00343,2025-01-05,Client insatisfait,2025-01
O046579,P00063,2024-02-06,Livraison incomplète,2024-02
O004239,P00931,2024-05-21,Produit abîmé,2024-05
O040089,P00136,2024-12-21,Client insatisfait,2024-12
O018832,P00620,2024-08-30,Livraison incomplète,2024-08
O020835,P00886,2024-12-21,Produit abîmé,2024-12
O048674,P00462,2024-11-17,Produit abîmé,2024-11
O038297,P00417,2024-10-09,Mauvaise référence,2024-10
O010190,P00418,2025-01-07,Client insatisfait,2025-01
O021916,P00738,2024-12-04,Produit abîmé,2024-12
O009093,P00250,2024-12-09,Mauvaise référence,2024-12
O003385,P00305,2024-10-30,Produit abîmé,2024-10
O037830,P00184,2024-11-13,Produit abîmé,2024-11
O031234,P00037,2024-09-15,Produit abîmé,2024-09
O044501,P00654,2024-12-26,Mauvaise référence,2024-12
O022586,P00451,2025-01-07,Produit abîmé,2025-01
O031891,P00017,2024-02-02,Mauvaise référence,2024-02
O049582,P00580,2024-12-31,Mauvaise référence,2024-12
O000639,P00733,2024-03-10,Produit abîmé,2024-03
O033565,P00371,2024-09-27,Produit abîmé,2024-09
O011585,P00510,2024-02-01,Mauvaise référence,2024-02
O035533,P00403,2025-01-07,Produit abîmé,2025-01
O010382,P00997,2024-12-18,Client insatisfait,2024-12
O030762,P00296,2024-01-25,Livraison incomplète,2024-01
O000999,P00745,2024-10-21,Produit abîmé,2024-10
O009618,P00105,2024-02-14,Produit abîmé,2024-02
O032480,P00047,2024-12-16,Livraison incomplète,2024-12
O034443,P00536,2024-12-29,Client insatisfait,2024-12
O027715,P00734,2024-12-21,Mauvaise référence,2024-12
O016276,P00254,2024-12-19,Livraison incomplète,2024-12
O033974,P00224,2024-11-13,Mauvaise référence,2024-11
O033266,P00240,2024-09-11,Livraison incomplète,2024-09
O048250,P00011,2024-11-10,Mauvaise référence,2024-11
O019956,P00011,2024-04-13,Mauvaise référence,2024-04
O031084,P00488,2024-02-15,Client insatisfait,2024-02
O016155,P00526,2024-01-19,Mauvaise référence,2024-01
O003801,P00357,2024-08-11,Client insatisfait,2024-08
O037416,P00216,2024-12-07,Client insatisfait,2024-12
O005917,P00490,2024-09-26,Produit abîmé,2024-09
O019426,P00330,2024-10-13,Mauvaise référence,2024-10
O000329,P00099,2024-04-06,Livraison incomplète,2024-04
O029265,P00931,2024-05-02,Mauvaise référence,2024-05
O016369,P00629,2024-08-28,Produit abîmé,2024-08
O030441,P00198,2024-09-03,Produit abîmé,2024-09
O007431,P00188,2024-12-24,Mauvaise référence,2024-12
O044814,P00277,2024-11-07,Client insatisfait,2024-11
O029913,P00253,2024-03-23,Livraison incomplète,2024-03
O017820,P00948,2024-02-02,Livraison incomplète,2024-02
O033044,P00467,2024-04-08,Mauvaise référence,2024-04
O000942,P00463,2024-11-18,Produit abîmé,2024-11
O013977,P00414,2024-11-28,Mauvaise référence,2024-11
O047410,P00049,2024-10-12,Mauvaise référence,2024-10
O017025,P00741,2024-12-20,Mauvaise référence,2024-12
O049426,P00330,2024-01-22,Client insatisfait,2024-01
O044603,P00449,2024-11-21,Client insatisfait,2024-11
O024131,P00809,2024-10-28,Produit abîmé,2024-10
O044801,P00467,2024-07-31,Client insatisfait,2024-07
O024934,P00212,2025-01-03,Client insatisfait,2025-01
O032219,P00671,2024-06-06,Produit abîmé,2024-06
O037632,P00367,2024-12-08,Client insatisfait,2024-12
O006233,P00398,2024-12-02,Livraison incomplète,2024-12
O004764,P00891,2024-12-30,Livraison incomplète,2024-12
O000066,P00890,2024-05-15,Produit abîmé,2024-05
O001438,P00462,2024-12-03,Produit abîmé,2024-12
O006533,P00255,2024-02-04,Client insatisfait,2024-02
O020721,P00630,2024-08-12,Livraison incomplète,2024-08
O041545,P00470,2024-12-24,Mauvaise référence,2024-12
O028053,P00831,2024-11-05,Client insatisfait,2024-11
O042609,P00055,2024-12-04,Livraison incomplète,2024-12
O037104,P00603,2024-11-18,Mauvaise référence,2024-11
O025483,P00378,2024-10-30,Client insatisfait,2024-10
O031741,P00809,2025-01-08,Client insatisfait,2025-01
O032412,P00671,2025-01-04,Client insatisfait,2025-01
O024765,P00159,2025-01-25,Livraison incomplète,2025-01
O036116,P00396,2024-02-29,Mauvaise référence,2024-02
O001216,P00105,2024-01-08,Livraison incomplète,2024-01
O044183,P00653,2024-01-12,Livraison incomplète,2024-01
O000952,P00665,2024-11-14,Livraison incomplète,2024-11
O022538,P00014,2024-04-12,Livraison incomplète,2024-04
O026464,P00510,2024-10-15,Mauvaise référence,2024-10
O004205,P00846,2024-06-04,Produit abîmé,2024-06
O028603,P00485,2024-11-29,Livraison incomplète,2024-11
O002300,P00923,2024-11-17,Mauvaise référence,2024-11
O009836,P00305,2024-10-22,Mauvaise référence,2024-10
O034109,P00032,2024-02-11,Livraison incomplète,2024-02
O023152,P00170,2024-12-27,Mauvaise référence,2024-12
O042175,P00927,2024-12-22,Client insatisfait,2024-12
O030918,P00212,2024-03-08,Livraison incomplète,2024-03
O020079,P00220,2024-02-08,Mauvaise référence,2024-02
O040631,P00540,2024-08-03,Client insatisfait,2024-08
O011127,P00859,2024-03-23,Client insatisfait,2024-03
O049541,P00802,2024-08-05,Client insatisfait,2024-08
O011374,P00220,2024-09-12,Client insatisfait,2024-09
O049764,P00256,2024-05-14,Mauvaise référence,2024-05
O004134,P00170,2024-03-19,Client insatisfait,2024-03
O008227,P00792,2024-12-11,Mauvaise référence,2024-12
O037974,P00413,2024-10-24,Livraison incomplète,2024-10
O009818,P00233,2024-02-22,Livraison incomplète,2024-02
O005489,P00789,2024-03-31,Produit abîmé,2024-03
O020252,P00417,2024-05-24,Produit abîmé,2024-05
O013304,P00143,2024-05-22,Client insatisfait,2024-05
O027024,P00462,2024-12-19,Produit abîmé,2024-12
O005581,P00684,2024-01-23,Produit abîmé,2024-01
O042010,P00178,2024-10-07,Produit abîmé,2024-10
O028506,P00616,2024-12-30,Client insatisfait,2024-12
O020034,P00240,2025-01-10,Produit abîmé,2025-01
O027762,P00601,2024-11-05,Client insatisfait,2024-11
O031914,P00736,2024-12-28,Mauvaise référence,2024-12
O016428,P00710,2024-11-08,Produit abîmé,2024-11
O009574,P00905,2024-12-27,Client insatisfait,2024-12
O005803,P00693,2024-06-19,Livraison incomplète,2024-06
O012158,P00063,2024-06-21,Livraison incomplète,2024-06
O040264,P00633,2024-05-31,Mauvaise référence,2024-05
O018097,P00688,2024-11-17,Produit abîmé,2024-11
O010498,P00653,2024-11-01,Produit abîmé,2024-11
O004604,P00831,2024-02-28,Client insatisfait,2024-02
O018501,P00258,2024-08-29,Produit abîmé,2024-08
O005446,P00256,2025-01-20,Produit abîmé,2025-01
O026456,P00370,2025-01-12,Client insatisfait,2025-01
O027103,P00623,2024-11-25,Mauvaise référence,2024-11
O015927,P00966,2024-04-12,Mauvaise référence,2024-04
O042248,P00133,2025-01-16,Produit abîmé,2025-01
O026108,P00343,2024-10-02,Client insatisfait,2024-10
O015452,P00913,2024-01-26,Mauvaise référence,2024-01
O035065,P00014,2025-01-07,Mauvaise référence,2025-01
O035777,P00175,2025-01-16,Mauvaise référence,2025-01
O045513,P00240,2024-10-30,Mauvaise référence,2024-10
O027284,P00029,2024-01-31,Client insatisfait,2024-01
O043688,P00335,2024-12-11,Mauvaise référence,2024-12
O032163,P00135,2024-07-23,Livraison incomplète,2024-07
O045045,P00146,2024-01-18,Mauvaise référence,2024-01
O016685,P00733,2024-10-23,Livraison incomplète,2024-10
O049536,P00330,2024-01-20,Livraison incomplète,2024-01
O006981,P00790,2024-12-14,Mauvaise référence,2024-12
O024494,P00170,2024-12-03,Produit abîmé,2024-12
O003225,P00396,2024-03-22,Mauvaise référence,2024-03
O017646,P00396,2024-11-25,Produit abîmé,2024-11
O009279,P00121,2024-11-20,Mauvaise référence,2024-11
O011242,P00952,2024-04-15,Client insatisfait,2024-04
O023502,P00445,2024-03-09,Client insatisfait,2024-03
O047399,P00755,2024-12-10,Livraison incomplète,2024-12
O031425,P00133,2025-01-11,Client insatisfait,2025-01
O049292,P00558,2024-02-15,Produit abîmé,2024-02
O045334,P00515,2024-08-10,Produit abîmé,2024-08
O035965,P00541,2024-10-12,Livraison incomplète,2024-10
O040921,P00732,2024-02-15,Mauvaise référence,2024-02
O014786,P00462,2024-03-24,Client insatisfait,2024-03
O014138,P00012,2024-04-16,Mauvaise référence,2024-04
O011017,P00765,2024-10-18,Mauvaise référence,2024-10
O009803,P00055,2024-01-24,Client insatisfait,2024-01
O031303,P00921,2024-12-25,Mauvaise référence,2024-12
O015451,P00973,2024-01-28,Produit abîmé,2024-01
O027339,P00755,2024-02-27,Livraison incomplète,2024-02
O014316,P00575,2024-12-29,Produit abîmé,2024-12
O040428,P00470,2024-12-23,Client insatisfait,2024-12
O039389,P00981,2024-03-09,Client insatisfait,2024-03
O001822,P00807,2024-12-10,Client insatisfait,2024-12
O043737,P00158,2024-10-17,Client insatisfait,2024-10
O004258,P00653,2024-03-31,Mauvaise référence,2024-03
O016240,P00355,2024-10-11,Mauvaise référence,2024-10
O009356,P00305,2024-07-01,Livraison incomplète,2024-07
O001602,P00093,2025-01-22,Client insatisfait,2025-01
O005402,P00928,2024-11-10,Client insatisfait,2024-11
O006609,P00518,2025-01-14,Mauvaise référence,2025-01
O003943,P00001,2024-06-16,Mauvaise référence,2024-06
O035626,P00004,2025-01-13,Produit abîmé,2025-01
O034802,P00612,2024-04-09,Livraison incomplète,2024-04
O019081,P00653,2025-01-07,Mauvaise référence,2025-01
O027637,P00134,2024-03-30,Livraison incomplète,2024-03
O048610,P00938,2024-10-19,Client insatisfait,2024-10
O046254,P00981,2025-01-01,Client insatisfait,2025-01
O027184,P00933,2024-02-20,Produit abîmé,2024-02
O035791,P00051,2024-07-14,Produit abîmé,2024-07
O022017,P00160,2024-11-24,Produit abîmé,2024-11
O024262,P00379,2025-01-05,Mauvaise référence,2025-01
O047936,P00298,2025-01-17,Livraison incomplète,2025-01
O005574,P00252,2024-12-21,Mauvaise référence,2024-12
O023160,P00931,2024-12-07,Client insatisfait,2024-12
O013416,P00859,2024-11-30,Client insatisfait,2024-11
O038305,P00724,2024-09-22,Produit abîmé,2024-09
O025020,P00901,2024-12-23,Produit abîmé,2024-12
O032405,P00971,2025-01-02,Livraison incomplète,2025-01
O012943,P00895,2024-10-15,Mauvaise référence,2024-10
O021931,P00495,2024-05-10,Client insatisfait,2024-05
O038075,P00890,2024-12-04,Client insatisfait,2024-12
O036653,P00973,2024-03-18,Produit abîmé,2024-03
O036738,P00240,2024-02-15,Mauvaise référence,2024-02
O014452,P00893,2024-10-28,Client insatisfait,2024-10
O026678,P00128,2024-12-30,Client insatisfait,2024-12
O030964,P00688,2024-05-11,Mauvaise référence,2024-05
O040452,P00397,2024-12-31,Produit abîmé,2024-12
O004882,P00449,2024-08-24,Livraison incomplète,2024-08
O022695,P00135,2024-10-09,Produit abîmé,2024-10
O034208,P00873,2025-01-09,Mauvaise référence,2025-01
O016365,P00699,2024-10-11,Mauvaise référence,2024-10
O038247,P00250,2024-12-23,Mauvaise référence,2024-12
O025091,P00355,2024-04-25,Client insatisfait,2024-04
O034654,P00912,2024-03-19,Mauvaise référence,2024-03
O031359,P00551,2024-02-02,Livraison incomplète,2024-02
O018475,P00865,2024-10-13,Produit abîmé,2024-10
O016205,P00506,2025-01-14,Client insatisfait,2025-01
O018390,P00629,2024-12-17,Mauvaise référence,2024-12
O023981,P00765,2024-12-11,Mauvaise référence,2024-12
O034709,P00654,2025-01-10,Mauvaise référence,2025-01
O019484,P00396,2024-12-02,Livraison incomplète,2024-12
O034487,P00193,2024-11-13,Livraison incomplète,2024-11
O049742,P00526,2024-12-11,Produit abîmé,2024-12
O000257,P00615,2024-09-04,Produit abîmé,2024-09
O014572,P00118,2024-01-19,Livraison incomplète,2024-01
O000071,P00037,2024-10-08,Livraison incomplète,2024-10
O015196,P00478,2025-01-21,Livraison incomplète,2025-01
O049102,P00473,2025-01-09,Produit abîmé,2025-01
O010524,P00691,2024-12-09,Client insatisfait,2024-12
O021845,P00175,2024-03-09,Produit abîmé,2024-03
O000762,P00408,2024-11-09,Mauvaise référence,2024-11
O042630,P00742,2025-01-17,Produit abîmé,2025-01
O003412,P00274,2024-04-21,Livraison incomplète,2024-04
O041325,P00526,2024-06-12,Client insatisfait,2024-06
O044365,P00906,2024-02-10,Produit abîmé,2024-02
O018007,P00905,2024-02-06,Client insatisfait,2024-02
O014594,P00521,2024-12-23,Mauvaise référence,2024-12
O047739,P00506,2025-01-03,Client insatisfait,2025-01
O005918,P00090,2024-02-12,Produit abîmé,2024-02
O031437,P00938,2024-06-08,Mauvaise référence,2024-06
O047358,P00488,2024-05-06,Produit abîmé,2024-05
O029441,P00334,2025-01-18,Livraison incomplète,2025-01
O004366,P00886,2024-09-06,Produit abîmé,2024-09
O048104,P00993,2025-01-05,Livraison incomplète,2025-01
O047202,P00510,2024-09-13,Mauvaise référence,2024-09
O043715,P00159,2024-03-04,Mauvaise référence,2024-03
O042885,P00373,2024-12-26,Produit abîmé,2024-12
O048674,P00462,2024-11-13,Mauvaise référence,2024-11
O012859,P00047,2024-03-01,Produit abîmé,2024-03
O047374,P00288,2024-02-10,Client insatisfait,2024-02
O032065,P00921,2025-01-11,Client insatisfait,2025-01
O031005,P00417,2024-01-31,Produit abîmé,2024-01
O003523,P00455,2024-03-09,Client insatisfait,2024-03
O036813,P00893,2024-12-09,Livraison incomplète,2024-12
O031487,P00710,2024-04-18,Livraison incomplète,2024-04
O017813,P00418,2024-09-05,Produit abîmé,2024-09
O028120,P00558,2024-08-13,Mauvaise référence,2024-08
O047752,P00026,2024-10-25,Client insatisfait,2024-10
O009434,P00341,2024-02-13,Livraison incomplète,2024-02
O022968,P00365,2024-11-24,Mauvaise référence,2024-11
O013433,P00153,2024-11-09,Livraison incomplète,2024-11
O019608,P00830,2024-06-04,Livraison incomplète,2024-06
O029992,P00046,2025-01-03,Produit abîmé,2025-01
O013703,P00596,2024-11-29,Produit abîmé,2024-11
O037822,P00585,2024-03-04,Client insatisfait,2024-03
O046103,P00981,2025-01-15,Livraison incomplète,2025-01
O008048,P00933,2024-04-18,Livraison incomplète,2024-04
O017641,P00702,2024-12-08,Mauvaise référence,2024-12
O039835,P00135,2024-01-08,Produit abîmé,2024-01
O010752,P00226,2024-11-07,Produit abîmé,2024-11
O027635,P00081,2024-12-26,Livraison incomplète,2024-12
O040827,P00541,2024-04-13,Mauvaise référence,2024-04
O031412,P00658,2024-12-26,Mauvaise référence,2024-12
O047509,P00357,2024-12-23,Produit abîmé,2024-12
O004445,P00654,2024-12-20,Mauvaise référence,2024-12
O031216,P00558,2024-06-27,Livraison incomplète,2024-06
O012831,P00478,2024-03-30,Client insatisfait,2024-03
O035448,P00921,2024-12-31,Mauvaise référence,2024-12
O048783,P00981,2024-12-16,Client insatisfait,2024-12
O023932,P00507,2024-02-12,Livraison incomplète,2024-02
O002880,P00877,2024-02-22,Mauvaise référence,2024-02
O002531,P00893,2024-03-20,Livraison incomplète,2024-03
O041114,P00205,2024-12-22,Produit abîmé,2024-12
O039282,P00132,2024-06-20,Produit abîmé,2024-06
O007074,P00937,2024-02-24,Mauvaise référence,2024-02
O002344,P00733,2024-03-18,Mauvaise référence,2024-03
O021992,P00014,2024-11-18,Livraison incomplète,2024-11
O040666,P00488,2024-02-05,Produit abîmé,2024-02
O001171,P00336,2024-11-22,Mauvaise référence,2024-11
O040053,P00080,2024-11-30,Produit abîmé,2024-11
O001817,P00315,2024-10-24,Produit abîmé,2024-10
O042758,P00198,2024-11-08,Produit abîmé,2024-11
O002537,P00972,2024-03-20,Client insatisfait,2024-03
O018426,P00284,2024-12-13,Livraison incomplète,2024-12
O019153,P00895,2024-10-13,Client insatisfait,2024-10
O022529,P00082,2024-04-17,Client insatisfait,2024-04
O010243,P00557,2024-02-23,Produit abîmé,2024-02
O036411,P00198,2024-12-18,Produit abîmé,2024-12
O034772,P00986,2024-12-14,Mauvaise référence,2024-12
O012891,P00462,2024-12-05,Client insatisfait,2024-12
O031615,P00630,2025-01-01,Produit abîmé,2025-01
O049534,P00435,2024-11-04,Mauvaise référence,2024-11
O018597,P00154,2024-02-03,Livraison incomplète,2024-02
O004605,P00396,2025-01-11,Mauvaise référence,2025-01
O001147,P00738,2024-12-23,Client insatisfait,2024-12
O031173,P00596,2024-02-17,Client insatisfait,2024-02
O017360,P00923,2024-10-14,Client insatisfait,2024-10
O046044,P00135,2024-12-02,Produit abîmé,2024-12
O041763,P00630,2024-01-22,Produit abîmé,2024-01
O043294,P00122,2024-05-13,Livraison incomplète,2024-05
O005901,P00466,2024-09-26,Client insatisfait,2024-09
O013299,P00400,2024-03-19,Mauvaise référence,2024-03
O041382,P00090,2024-04-26,Produit abîmé,2024-04
O040397,P00253,2025-01-02,Produit abîmé,2025-01
O013625,P00231,2024-02-23,Client insatisfait,2024-02
O039014,P00099,2024-12-26,Produit abîmé,2024-12
O002660,P00029,2024-09-23,Client insatisfait,2024-09
O009599,P00553,2024-03-02,Livraison incomplète,2024-03
O034787,P00751,2024-02-05,Produit abîmé,2024-02
O032787,P00751,2024-04-11,Mauvaise référence,2024-04
O021004,P00008,2024-12-23,Produit abîmé,2024-12
O008060,P00192,2024-12-19,Livraison incomplète,2024-12
O029112,P00529,2025-01-02,Client insatisfait,2025-01
O016062,P00063,2024-01-28,Mauvaise référence,2024-01
O024940,P00090,2024-03-31,Livraison incomplète,2024-03
O012961,P00175,2024-02-15,Mauvaise référence,2024-02
O004556,P00810,2024-12-27,Client insatisfait,2024-12
O017547,P00467,2024-04-12,Livraison incomplète,2024-04
O005071,P00536,2024-10-18,Mauvaise référence,2024-10
O014450,P00128,2024-11-01,Produit abîmé,2024-11
O043930,P00026,2024-02-16,Mauvaise référence,2024-02
O042372,P00684,2025-01-11,Livraison incomplète,2025-01
O047956,P00859,2025-01-09,Mauvaise référence,2025-01
O001548,P00219,2025-01-04,Mauvaise référence,2025-01
O039578,P00297,2024-12-14,Produit abîmé,2024-12
O048229,P00620,2024-10-20,Livraison incomplète,2024-10
O039364,P00043,2024-10-30,Livraison incomplète,2024-10
O021911,P00403,2024-02-06,Mauvaise référence,2024-02
O022144,P00403,2024-03-02,Produit abîmé,2024-03
O024660,P00172,2024-06-25,Mauvaise référence,2024-06
O025019,P00476,2025-01-16,Client insatisfait,2025-01
O039987,P00710,2024-10-11,Livraison incomplète,2024-10
O022568,P00819,2024-11-27,Livraison incomplète,2024-11
O047025,P00012,2024-03-18,Produit abîmé,2024-03
O038347,P00158,2024-12-25,Livraison incomplète,2024-12
O048935,P00921,2024-09-06,Produit abîmé,2024-09
O027162,P00343,2025-01-01,Livraison incomplète,2025-01
O016117,P00182,2024-11-14,Produit abîmé,2024-11
O034145,P00457,2024-10-15,Mauvaise référence,2024-10
O025765,P00182,2024-12-10,Produit abîmé,2024-12
O022310,P00733,2024-09-26,Client insatisfait,2024-09
O036494,P00396,2024-04-21,Client insatisfait,2024-04
O025875,P00014,2024-01-29,Mauvaise référence,2024-01
O038593,P00296,2024-10-05,Produit abîmé,2024-10
O019025,P00963,2024-10-26,Mauvaise référence,2024-10
O003133,P00205,2024-02-20,Client insatisfait,2024-02
O021976,P00080,2024-12-23,Livraison incomplète,2024-12
O013642,P00921,2024-11-18,Mauvaise référence,2024-11
O013901,P00691,2024-10-08,Client insatisfait,2024-10
O001981,P00055,2025-01-15,Client insatisfait,2025-01
O019756,P00765,2025-01-18,Mauvaise référence,2025-01
O049337,P00860,2024-05-14,Client insatisfait,2024-05
O048983,P00112,2024-05-25,Client insatisfait,2024-05
O006382,P00140,2024-03-15,Client insatisfait,2024-03
O029742,P00886,2024-11-26,Produit abîmé,2024-11
O017905,P00039,2024-11-28,Client insatisfait,2024-11
O027281,P00570,2024-05-28,Mauvaise référence,2024-05
O048939,P00481,2024-03-01,Livraison incomplète,2024-03
O007703,P00270,2025-01-01,Produit abîmé,2025-01
O034980,P00923,2024-10-01,Livraison incomplète,2024-10
O031889,P00518,2024-01-17,Produit abîmé,2024-01
O030451,P01000,2024-11-11,Mauvaise référence,2024-11
O034582,P00105,2024-10-08,Livraison incomplète,2024-10
O005913,P00890,2024-12-06,Client insatisfait,2024-12
O005680,P00985,2024-10-15,Mauvaise référence,2024-10
O018422,P00780,2024-08-31,Mauvaise référence,2024-08
O018786,P00330,2024-10-17,Livraison incomplète,2024-10
O000249,P00157,2024-03-13,Client insatisfait,2024-03
O024240,P00755,2024-01-31,Livraison incomplète,2024-01
O025646,P00252,2025-01-10,Client insatisfait,2025-01
O009319,P00099,2024-06-05,Produit abîmé,2024-06
O022107,P00047,2024-12-05,Livraison incomplète,2024-12
O011066,P00615,2024-10-05,Produit abîmé,2024-10
O023380,P00159,2024-11-28,Client insatisfait,2024-11
O028829,P00921,2024-09-10,Client insatisfait,2024-09
O034376,P00150,2024-12-19,Mauvaise référence,2024-12
O006944,P00831,2025-01-01,Client insatisfait,2025-01
O008558,P00330,2024-02-07,Livraison incomplète,2024-02
